index,key,question,answer,vid_id,gif_name,description
12872,ET224-77928,What was the person snuggling between putting some food somewhere and closing a door?,pillow,ET224,ET224,none
12873,K47J5-32315,"After holding the object they were eating, which object were they sitting on?",chair,K47J5,K47J5,none
12874,A4VK8-66116,"After holding the first thing they went on the side of, was a dish or some food the thing they put down?",dish,A4VK8,A4VK8,none
12875,RYQI0-2723,What was the person watching before starting to put a pillow somewhere?,picture,RYQI0,RYQI0,none
12876,E6PSM-14147,"Before opening a book but after walking through a doorway, what was the person putting down?",box,E6PSM,E6PSM,none
12877,ZVMAY-9171,"While holding the object they were playing on, which object were they opening?",door,ZVMAY,ZVMAY,none
12878,6LUM5-15493,Which object were they in front of first?,laptop,6LUM5,6LUM5,none
12879,RO9RP-5853,Did they pour anything before or after putting a cup somewhere?,before,RO9RP,RO9RP,none
12880,DRGKV-3041,Was the person taking a phone while throwing the first thing they touched somewhere?,no,DRGKV,DRGKV,none
12881,N3CUK-8247,Did the person touch both the thing they opened and the thing they went above between holding a pillow and going from standing to sitting?,no,N3CUK,N3CUK,none
12882,9C5PT-4339,Which object were they touching last while taking the first thing they held from somewhere?,paper,9C5PT,9C5PT,none
12883,2MNJT-1805,Which object were they holding last?,laptop,2MNJT,2MNJT,none
12884,T3FJH-2384,"In the video, which object were they leaning on?",doorway,T3FJH,T3FJH,none
12885,IJN3M-15921,"After putting the last thing they went on the side of somewhere, which object were they behind first?",shoe,IJN3M,IJN3M,none
12886,46Z16-2626,Did they dress the object they were putting down first before starting to tidy some clothes?,no,46Z16,46Z16,none
12887,11TTU-22582,"Before standing up but after going from standing to sitting, what did they put down last?",dish,11TTU,11TTU,none
12888,MAPVV-8012,"After holding a book, of all the things the person was on the side of, was the first the object they were touching last?",no,MAPVV,MAPVV,none
12889,EGVGL-9078,"After lying on the object they were above, which object did the person carry?",pillow,EGVGL,EGVGL,none
12890,IK4Q8-25458,"Before throwing the object they were holding last somewhere, was a bed the last thing they went in front of?",yes,IK4Q8,IK4Q8,none
12891,APTS7-855,"Before smiling at something but after taking some clothes from somewhere, did they interact with a bed?",no,APTS7,APTS7,none
12892,DAS12-2264,"In the video, did they take the object they were drinking from?",no,DAS12,DAS12,none
12893,MEYZ5-5612,"Before opening the last thing they held, were they putting down a laptop but not a paper?",yes,MEYZ5,MEYZ5,none
12894,4VODV-63171,Did they throw some clothes but not the object they were lying on while eating the object they were holding last?,no,4VODV,4VODV,none
12895,73E7V-30022,"After reaching for and grabbing a picture, what did they tidy?",table,73E7V,73E7V,none
12896,X5E6E-5169,Which object were they tidying before taking a book from somewhere?,blanket,X5E6E,X5E6E,none
12897,PK2F0-6577,"Of everything they opened, was the last a door?",no,PK2F0,PK2F0,none
12898,PBV4T-18723,"Before starting to put something on a table, did they sit on a table but not the last thing they leaned on?",yes,PBV4T,PBV4T,none
12899,FUT86-48764,"Before putting a bag somewhere but after taking a bag from somewhere, what did they go in front of?",food,FUT86,FUT86,none
12900,CO4AU-2516,"While holding a phone, which object did the person go on the side of last?",bed,CO4AU,CO4AU,none
12901,27JQL-29218,Was a table or a chair the thing they went on the side of after putting a blanket somewhere?,chair,27JQL,27JQL,none
12902,D0E8H-43092,"Which were they behind after sitting in the object they were in front of first, a blanket or a dish?",dish,D0E8H,D0E8H,none
12903,V3RAX-19095,Were they holding both the object they were above last and the object they were throwing?,no,V3RAX,V3RAX,none
12904,XDP02-602,"Before sneezing somewhere, did they touch both a box and a bed?",no,XDP02,XDP02,none
12905,PFW9F-702,"While standing up, which object were they holding?",broom,PFW9F,PFW9F,none
12906,E7ESG-47677,What was the person opening before sitting at a table but after holding a phone?,paper,E7ESG,E7ESG,none
12907,46Z16-8,"After putting on a shoe, did they interact with a phone?",yes,46Z16,46Z16,none
12908,MKDCU-17556,"After holding the object they were snuggling, did they touch a bed or a doorway?",doorway,MKDCU,MKDCU,none
12909,J76NX-20274,Which object were they taking while putting the first thing they went behind somewhere?,clothes,J76NX,J76NX,none
12910,6R6RS-1513,Were they putting on a shoe for a shorter amount of time than they were lying on the floor?,yes,6R6RS,6R6RS,none
12911,PN7CX-24161,What did they wear between lying on a bed and putting some food somewhere?,shoe,PN7CX,PN7CX,none
12912,HYR9Q-41584,Were they in front of a laptop or some food after opening the thing they closed?,food,HYR9Q,HYR9Q,none
12913,GXZHG-1049,Did they hold something after watching a book?,no,GXZHG,GXZHG,none
12914,BRLC0-1839,"While lying on the floor, what did they go in?",shoe,BRLC0,BRLC0,none
12915,LCEM0-12009,"After holding some food, which did they go on the side of, a dish or a laptop?",dish,LCEM0,LCEM0,none
12916,803H6-1529,Did they put down the object they were taking before starting to watch outside of a window?,no,803H6,803H6,none
12917,5M49C-844,Which object did the person tidy while holding a laptop?,floor,5M49C,5M49C,none
12918,YRPAR-4158,Which object did the person go in front of after putting the object they were standing on somewhere?,clothes,YRPAR,YRPAR,none
12919,FU5NY-1886,What was the person standing on before putting the object they were holding somewhere?,floor,FU5NY,FU5NY,none
12920,U3OJV-600,"While drinking from a cup, what was the person in front of?",chair,U3OJV,U3OJV,none
12921,106AY-114877,Was the person taking a bag from somewhere before or after tidying something on the thing they stood on?,after,106AY,106AY,none
12922,6XGUE-15316,Was the person taking the object they were putting down first but not the object they were leaning on while holding a dish?,yes,6XGUE,6XGUE,none
12923,41SB2-3612,Which object did the person stand on before closing a closet but after fixing a light?,chair,41SB2,41SB2,none
12924,0BX9N-6681,"After opening the object they were taking first, what did they touch?",paper,0BX9N,0BX9N,none
12925,K87AC-2843,Did they undress something?,yes,K87AC,K87AC,none
12926,NLWBW-14263,Which object were they closing before putting a bag somewhere?,door,NLWBW,NLWBW,none
12927,6KI0S-135317,What was the person putting down last while snuggling with the object they were lying on last?,blanket,6KI0S,6KI0S,none
12928,DJR5H-1901,"In the video, what was the person sitting on?",bed,DJR5H,DJR5H,none
12929,HDMN4-21924,"After putting something on a table, which did they go behind, a table or a bed?",bed,HDMN4,HDMN4,none
12930,IO712-7408,"While sitting at a table, what did they close?",window,IO712,IO712,none
12931,MERBU-5039,"Before starting to take a bag from somewhere, did they hold a doorway or some food?",doorway,MERBU,MERBU,none
12932,D98TV-3083,"In the video, was a picture the last thing they took?",yes,D98TV,D98TV,none
12933,UCDL4-9099,"Which were they touching after opening the object they were closing, a doorway or a picture?",picture,UCDL4,UCDL4,none
12934,1MD1H-330705,"After lying on the object they were sitting on last, was some clothes or the last thing they went in the thing they threw?",shoe,1MD1H,1MD1H,none
12935,TM0RL-759,Which object were they grasping?,dish,TM0RL,TM0RL,none
12936,WM336-31443,Were they in front of a bag or some food after putting something on a table?,bag,WM336,WM336,none
12937,8G9A9-56167,What did they go on the side of before holding the thing they watched?,table,8G9A9,8G9A9,none
12938,S2XJW-26060,"Between opening a bag and putting some food somewhere, what was the person in front of?",bed,S2XJW,S2XJW,none
12939,W4U3V-5098,"Before putting a dish somewhere but after drinking from a cup, were they on the side of a table first?",no,W4U3V,W4U3V,none
12940,RXLKF-65542,"Between sitting in a bed and putting a cup somewhere, what was the person opening?",paper,RXLKF,RXLKF,none
12941,B4MNI-76995,"Before snuggling with a pillow but after sneezing somewhere, which object did the person go behind?",medicine,B4MNI,B4MNI,none
12942,SMVKB-5147,What did they carry before smiling at something?,pillow,SMVKB,SMVKB,none
12943,97086-17748,Which object were they tidying before opening the object they were on the side of first?,table,97086,97086,none
12944,AKALB-1909,Which object did the person go above after putting something on a table?,bed,AKALB,AKALB,none
12945,Y4LT8-28482,Which object did the person sit on while putting the first thing they took somewhere?,chair,Y4LT8,Y4LT8,none
12946,490S2-6257,Which object were they putting down before holding the object they were putting down last?,dish,490S2,490S2,none
12947,QG338-7480,"Of all the things the person was holding before taking a cup from somewhere, was the last a picture?",no,QG338,QG338,none
12948,97Y6T-3714,"After putting the object they were holding first somewhere, what was the person grasping?",doorknob,97Y6T,97Y6T,none
12949,UB3KO-7192,"After putting the thing they went in front of somewhere, what did they interact with?",laptop,UB3KO,UB3KO,none
12950,SJJ35-7601,"Before starting to put something on a table, which object did the person hold?",dish,SJJ35,SJJ35,none
12951,BE43L-33418,Which object were they above between taking a box from somewhere and putting something on a table?,food,BE43L,BE43L,none
12952,E6Q95-35258,"While holding the object they were in last, what did they grasp?",food,E6Q95,E6Q95,none
12953,82X3Z-16926,Which object did the person go in front of after putting the object they were on the side of last somewhere?,floor,82X3Z,82X3Z,none
12954,29JK6-67113,Were they on the side of a doorway or the last thing they went in before taking the object they were putting down last from somewhere?,doorway,29JK6,29JK6,none
12955,HRR0X-31020,What did they hold before taking the last thing they went behind from somewhere?,paper,HRR0X,HRR0X,none
12956,AERV9-5685,"While sitting in the object they were above, did they go on the side of a laptop or the floor?",laptop,AERV9,AERV9,none
12957,XMF8Y-3707,What did they lean on while going from standing to sitting?,bed,XMF8Y,XMF8Y,none
12958,2LMQF-6529,What was the person sitting on before putting a dish somewhere but after eating some food?,chair,2LMQF,2LMQF,none
12959,M0QER-16642,"While holding a broom, which object did the person go in front of?",paper,M0QER,M0QER,none
12960,8NW4J-103552,"Between lying on a bed and standing up, which object were they throwing?",clothes,8NW4J,8NW4J,none
12961,SP6M4-11029,Were they interacting with the first thing they went on the side of before or after holding some food?,before,SP6M4,SP6M4,none
12962,40DSU-1467,"In the video, was a dish or a doorway the last thing they touched?",dish,40DSU,40DSU,none
12963,NR94C-8896,"Before taking the object they were having it on the back from somewhere, was a television the last thing they went behind?",no,NR94C,NR94C,none
12964,JZB97-26772,"Before throwing the first thing they went behind somewhere, did they touch both a laptop and a chair?",no,JZB97,JZB97,none
12965,WNKL6-2892,Was the person laughing at something or smiling at something for a shorter amount of time?,laughing at something,WNKL6,WNKL6,none
12966,BSFVT-10704,"While working at a table, what did they take?",paper,BSFVT,BSFVT,none
12967,DNZD8-3000,"Before walking through a doorway but after drinking from a cup, were they on the side of a mirror first?",no,DNZD8,DNZD8,none
12968,0OSJY-3460,"While holding the object they were on the side of last, which object did the person sit on?",bed,0OSJY,0OSJY,none
12969,WF8WM-2822,Which object did the person interact with after putting the thing they dressed somewhere?,mirror,WF8WM,WF8WM,none
12970,GFVSV-34139,"Before starting to close a book, what did they carry?",pillow,GFVSV,GFVSV,none
12971,59X8N-10643,"Before holding some food but after putting a dish somewhere, what was the person standing on?",floor,59X8N,59X8N,none
12972,H32FR-5996,Was taking a dish from somewhere something they did before or after they grasped onto a doorknob?,after,H32FR,H32FR,none
